source,target,weight
C181,P29066,{'weight': 7}
C181,P179103,{'weight': 4}
C181,P275627,{'weight': 2}
C181,P409010,{'weight': 5}
C181,P419371,{'weight': 3}
C181,P425620,{'weight': 3}
C181,P735311,{'weight': 3}
C181,P1082970,{'weight': 2}
C498,P13377,{'weight': 3}
C498,P17695,{'weight': 7}
C498,P32763,{'weight': 8}
C498,P155444,{'weight': 2}
C498,P179103,{'weight': 5}
C498,P425620,{'weight': 7}
C498,P510442,{'weight': 3}
C498,P1772002,{'weight': 2}
C13377,P477,{'weight': 2}
C13377,P2991,{'weight': 8}
C13377,P3494,{'weight': 2}
C13377,P3558,{'weight': 2}
C13377,P6971,{'weight': 4}
C13377,P8778,{'weight': 2}
C13377,P12636,{'weight': 2}
C13377,P16101,{'weight': 13}
C13377,P17695,{'weight': 40}
C13377,P28037,{'weight': 3}
C13377,P29066,{'weight': 3}
C13377,P34038,{'weight': 4}
C13377,P43815,{'weight': 2}
C13377,P51061,{'weight': 2}
C13377,P52839,{'weight': 2}
C13377,P59233,{'weight': 2}
C13377,P60643,{'weight': 2}
C13377,P113689,{'weight': 2}
C13377,P179103,{'weight': 59}
C13377,P205278,{'weight': 2}
C13377,P346436,{'weight': 2}
C13377,P398213,{'weight': 2}
C13377,P425620,{'weight': 39}
C13377,P438488,{'weight': 4}
C13377,P643758,{'weight': 3}
C13377,P764581,{'weight': 3}
C13377,P817462,{'weight': 2}
C13377,P854537,{'weight': 3}
C13377,P1309897,{'weight': 2}
C13377,P2509089,{'weight': 3}
C13377,P2812261,{'weight': 6}
C16163,P477,{'weight': 2}
C16163,P3785,{'weight': 2}
C16163,P13377,{'weight': 3}
C16163,P15206,{'weight': 6}
C16163,P17695,{'weight': 18}
C16163,P18329,{'weight': 13}
C16163,P32763,{'weight': 3}
C16163,P39752,{'weight': 4}
C16163,P48178,{'weight': 2}
C16163,P64372,{'weight': 2}
C16163,P102040,{'weight': 5}
C16163,P165078,{'weight': 2}
C16163,P179103,{'weight': 16}
C16163,P275627,{'weight': 2}
C16163,P336699,{'weight': 11}
C16163,P409010,{'weight': 2}
C16163,P419371,{'weight': 4}
C16163,P425620,{'weight': 10}
C16163,P438488,{'weight': 2}
C16163,P510442,{'weight': 3}
C16163,P764581,{'weight': 3}
C20125,P3558,{'weight': 5}
C20125,P17695,{'weight': 7}
C20125,P179103,{'weight': 5}
C20125,P294211,{'weight': 2}
C20125,P425620,{'weight': 2}
C20291,P477,{'weight': 6}
C20291,P2616,{'weight': 2}
C20291,P3558,{'weight': 2}
C20291,P6930,{'weight': 3}
C20291,P13377,{'weight': 19}
C20291,P13979,{'weight': 2}
C20291,P16101,{'weight': 2}
C20291,P16131,{'weight': 2}
C20291,P17695,{'weight': 43}
C20291,P32763,{'weight': 2}
C20291,P33569,{'weight': 3}
C20291,P34038,{'weight': 2}
C20291,P39752,{'weight': 2}
C20291,P97992,{'weight': 4}
C20291,P179103,{'weight': 13}
C20291,P242610,{'weight': 3}
C20291,P419371,{'weight': 3}
C20291,P425620,{'weight': 21}
C20291,P506327,{'weight': 2}
C20291,P510442,{'weight': 5}
C20291,P654155,{'weight': 2}
C20291,P817462,{'weight': 3}
C20291,P1056080,{'weight': 2}
C25480,P2692,{'weight': 2}
C25480,P5327,{'weight': 26}
C25480,P9638,{'weight': 9}
C25480,P17695,{'weight': 16}
C25480,P33569,{'weight': 2}
C25480,P88577,{'weight': 6}
C25480,P179103,{'weight': 4}
C25480,P214993,{'weight': 12}
C25480,P398213,{'weight': 3}
C25480,P425620,{'weight': 4}
C25480,P427781,{'weight': 42}
C25480,P520840,{'weight': 2}
C25480,P627895,{'weight': 2}
C25480,P747022,{'weight': 2}
C29066,P4915,{'weight': 3}
C29066,P17695,{'weight': 19}
C29066,P179103,{'weight': 15}
C29066,P209572,{'weight': 3}
C29066,P373869,{'weight': 2}
C29066,P425620,{'weight': 11}
C29066,P438488,{'weight': 4}
C29066,P510442,{'weight': 3}
C29066,P646850,{'weight': 5}
C29066,P810143,{'weight': 4}
C33520,P8778,{'weight': 6}
C33520,P13377,{'weight': 22}
C33520,P16101,{'weight': 4}
C33520,P17695,{'weight': 34}
C33520,P29066,{'weight': 2}
C33520,P41234,{'weight': 5}
C33520,P81911,{'weight': 3}
C33520,P97992,{'weight': 13}
C33520,P179103,{'weight': 10}
C33520,P318515,{'weight': 5}
C33520,P346436,{'weight': 4}
C33520,P425620,{'weight': 14}
C33520,P438488,{'weight': 3}
C33520,P510442,{'weight': 13}
C33520,P614583,{'weight': 3}
C33520,P735311,{'weight': 4}
C33520,P791925,{'weight': 2}
C33520,P817462,{'weight': 5}
C33520,P1772002,{'weight': 2}
C33520,P2450498,{'weight': 2}
C35076,P13370,{'weight': 3}
C35076,P17695,{'weight': 4}
C35076,P98355,{'weight': 2}
C35076,P141551,{'weight': 4}
C35076,P409010,{'weight': 2}
C35076,P900859,{'weight': 5}
C35076,P904914,{'weight': 2}
C53540,P668224,{'weight': 2}
C53540,P741608,{'weight': 3}
C53540,P1024452,{'weight': 4}
C53540,P2917974,{'weight': 3}
C66902,P17695,{'weight': 2}
C66902,P38530,{'weight': 3}
C66902,P113689,{'weight': 2}
C66902,P179103,{'weight': 6}
C66902,P477643,{'weight': 2}
C81911,P12677,{'weight': 21}
C81911,P13377,{'weight': 8}
C81911,P17695,{'weight': 2}
C81911,P179103,{'weight': 2}
C81911,P227567,{'weight': 5}
C81911,P425620,{'weight': 4}
C81911,P735311,{'weight': 6}
C117557,P2991,{'weight': 10}
C117557,P3558,{'weight': 4}
C117557,P16101,{'weight': 2}
C117557,P17695,{'weight': 5}
C117557,P18329,{'weight': 12}
C117557,P28037,{'weight': 2}
C117557,P28726,{'weight': 2}
C117557,P141551,{'weight': 5}
C117557,P179103,{'weight': 7}
C117557,P209572,{'weight': 5}
C117557,P294211,{'weight': 5}
C117557,P346436,{'weight': 5}
C117557,P425620,{'weight': 3}
C117557,P434305,{'weight': 2}
C117557,P485443,{'weight': 7}
C117557,P510442,{'weight': 18}
C117557,P607522,{'weight': 4}
C117557,P646850,{'weight': 4}
C117557,P699883,{'weight': 2}
C117557,P735311,{'weight': 11}
C117557,P794812,{'weight': 4}
C117557,P896378,{'weight': 3}
C117557,P1082970,{'weight': 5}
C117557,P2413764,{'weight': 2}
C151313,P3809,{'weight': 2}
C151313,P17695,{'weight': 8}
C151313,P409663,{'weight': 3}
C151313,P425620,{'weight': 23}
C151313,P764581,{'weight': 2}
C151313,P1011812,{'weight': 2}
C151313,P2812261,{'weight': 2}
C182342,P13377,{'weight': 5}
C182342,P17695,{'weight': 6}
C182342,P179103,{'weight': 3}
C182342,P398213,{'weight': 5}
C182342,P425620,{'weight': 5}
C182342,P930184,{'weight': 3}
C213330,P10999,{'weight': 4}
C213330,P13377,{'weight': 60}
C213330,P17695,{'weight': 34}
C213330,P28037,{'weight': 2}
C213330,P29066,{'weight': 3}
C213330,P32763,{'weight': 13}
C213330,P141551,{'weight': 3}
C213330,P179103,{'weight': 12}
C213330,P242610,{'weight': 2}
C213330,P385008,{'weight': 2}
C213330,P425620,{'weight': 16}
C213330,P477643,{'weight': 3}
C213330,P582536,{'weight': 7}
C213330,P817462,{'weight': 5}
C216899,P819,{'weight': 6}
C216899,P2692,{'weight': 8}
C216899,P7353,{'weight': 2}
C216899,P8778,{'weight': 2}
C216899,P13377,{'weight': 11}
C216899,P17695,{'weight': 9}
C216899,P60643,{'weight': 3}
C216899,P71302,{'weight': 3}
C216899,P81261,{'weight': 2}
C216899,P97992,{'weight': 5}
C216899,P141551,{'weight': 3}
C216899,P346436,{'weight': 2}
C216899,P425620,{'weight': 3}
C216899,P614583,{'weight': 2}
C216899,P654155,{'weight': 3}
C216899,P735311,{'weight': 2}
C216899,P817462,{'weight': 9}
C218342,P8778,{'weight': 2}
C218342,P15206,{'weight': 7}
C218342,P17695,{'weight': 7}
C218342,P179103,{'weight': 2}
C218342,P275891,{'weight': 2}
C218342,P336699,{'weight': 3}
C218342,P2509089,{'weight': 3}
C230072,P15206,{'weight': 3}
C230072,P16131,{'weight': 4}
C230072,P17695,{'weight': 13}
C230072,P29074,{'weight': 8}
C230072,P32763,{'weight': 11}
C230072,P179103,{'weight': 4}
C230072,P419371,{'weight': 4}
C230072,P425620,{'weight': 5}
C230072,P510442,{'weight': 2}
C230072,P735311,{'weight': 2}
C230072,P782447,{'weight': 3}
C230072,P826641,{'weight': 3}
C262841,P3558,{'weight': 3}
C262841,P18329,{'weight': 7}
C262841,P67428,{'weight': 2}
C262841,P81261,{'weight': 2}
C378444,P8778,{'weight': 3}
C378444,P17695,{'weight': 3}
C378444,P892862,{'weight': 2}
C378444,P896378,{'weight': 6}
C388019,P3809,{'weight': 2}
C388019,P13377,{'weight': 2}
C388019,P17695,{'weight': 2}
C388019,P28037,{'weight': 2}
C388019,P78845,{'weight': 3}
C445431,P3558,{'weight': 2}
C445431,P17695,{'weight': 3}
C445431,P294211,{'weight': 2}
C445431,P336699,{'weight': 3}
C445431,P1557505,{'weight': 2}
C450328,P2692,{'weight': 3}
C450328,P3558,{'weight': 4}
C450328,P17695,{'weight': 3}
C450328,P31034,{'weight': 4}
C450328,P398213,{'weight': 2}
C450453,P17630,{'weight': 2}
C450453,P17695,{'weight': 2}
C450453,P179103,{'weight': 2}
C450453,P425620,{'weight': 2}
C450453,P735311,{'weight': 10}
C450453,P782447,{'weight': 5}
C450494,P2991,{'weight': 3}
C450494,P3558,{'weight': 11}
C450494,P8778,{'weight': 6}
C450494,P9638,{'weight': 3}
C450494,P13377,{'weight': 10}
C450494,P15206,{'weight': 66}
C450494,P16101,{'weight': 32}
C450494,P16988,{'weight': 6}
C450494,P17695,{'weight': 36}
C450494,P28037,{'weight': 2}
C450494,P33569,{'weight': 2}
C450494,P34038,{'weight': 4}
C450494,P41234,{'weight': 7}
C450494,P54686,{'weight': 68}
C450494,P59233,{'weight': 4}
C450494,P102040,{'weight': 3}
C450494,P179103,{'weight': 4}
C450494,P205278,{'weight': 2}
C450494,P294211,{'weight': 2}
C450494,P336699,{'weight': 15}
C450494,P346436,{'weight': 6}
C450494,P395294,{'weight': 3}
C450494,P423501,{'weight': 2}
C450494,P425620,{'weight': 7}
C450494,P438488,{'weight': 2}
C450494,P735311,{'weight': 5}
C450494,P740345,{'weight': 2}
C450494,P782447,{'weight': 5}
C450494,P817314,{'weight': 3}
C450494,P842874,{'weight': 2}
C450494,P854537,{'weight': 4}
C450494,P856084,{'weight': 2}
C450494,P1442162,{'weight': 2}
C485443,P2616,{'weight': 2}
C485443,P18329,{'weight': 26}
C485443,P39752,{'weight': 2}
C485443,P52839,{'weight': 2}
C485443,P165078,{'weight': 3}
C485443,P179103,{'weight': 2}
C485443,P275891,{'weight': 2}
C485443,P419371,{'weight': 8}
C485443,P472970,{'weight': 3}
C485443,P593075,{'weight': 2}
C485443,P764581,{'weight': 2}
C499995,P1179,{'weight': 5}
C499995,P4797,{'weight': 7}
C499995,P8778,{'weight': 2}
C499995,P11060,{'weight': 4}
C499995,P12809,{'weight': 2}
C499995,P17695,{'weight': 8}
C499995,P35076,{'weight': 21}
C499995,P97992,{'weight': 16}
C499995,P141551,{'weight': 6}
C499995,P147856,{'weight': 2}
C499995,P218710,{'weight': 2}
C499995,P280431,{'weight': 2}
C499995,P318515,{'weight': 4}
C499995,P346436,{'weight': 2}
C499995,P384718,{'weight': 2}
C499995,P425620,{'weight': 2}
C499995,P425992,{'weight': 2}
C499995,P435598,{'weight': 2}
C499995,P510442,{'weight': 4}
C499995,P725571,{'weight': 2}
C499995,P735311,{'weight': 3}
C506327,P819,{'weight': 11}
C506327,P2692,{'weight': 2}
C506327,P3558,{'weight': 6}
C506327,P10999,{'weight': 2}
C506327,P13377,{'weight': 3}
C506327,P16101,{'weight': 14}
C506327,P16131,{'weight': 3}
C506327,P17695,{'weight': 10}
C506327,P17796,{'weight': 3}
C506327,P23297,{'weight': 13}
C506327,P28037,{'weight': 2}
C506327,P32763,{'weight': 3}
C506327,P97992,{'weight': 5}
C506327,P110521,{'weight': 2}
C506327,P141551,{'weight': 4}
C506327,P165078,{'weight': 5}
C506327,P170354,{'weight': 2}
C506327,P179103,{'weight': 17}
C506327,P217955,{'weight': 3}
C506327,P246983,{'weight': 5}
C506327,P279834,{'weight': 5}
C506327,P294211,{'weight': 5}
C506327,P398213,{'weight': 2}
C506327,P438488,{'weight': 4}
C506327,P472970,{'weight': 3}
C506327,P510442,{'weight': 5}
C506327,P516849,{'weight': 3}
C506327,P729195,{'weight': 2}
C506327,P747502,{'weight': 2}
C506327,P892862,{'weight': 5}
C506327,P977825,{'weight': 3}
C506327,P1772002,{'weight': 2}
C728009,P17695,{'weight': 9}
C728009,P32763,{'weight': 5}
C728009,P64372,{'weight': 6}
C728009,P425620,{'weight': 2}
C728009,P560165,{'weight': 2}
C728009,P645378,{'weight': 5}
C728009,P735311,{'weight': 3}
C736127,P17695,{'weight': 3}
C736127,P59233,{'weight': 2}
C736127,P279834,{'weight': 3}
C736127,P510442,{'weight': 3}
C746391,P17695,{'weight': 4}
C751846,P819,{'weight': 2}
C751846,P2991,{'weight': 2}
C751846,P3809,{'weight': 3}
C751846,P17695,{'weight': 5}
C751846,P18329,{'weight': 4}
C751846,P179103,{'weight': 2}
C751846,P294211,{'weight': 5}
C751846,P419371,{'weight': 7}
C753473,P13377,{'weight': 6}
C753473,P294211,{'weight': 3}
C753473,P395294,{'weight': 2}
C753473,P724908,{'weight': 3}
C758265,P477,{'weight': 2}
C758265,P819,{'weight': 7}
C758265,P2692,{'weight': 2}
C758265,P2991,{'weight': 12}
C758265,P3494,{'weight': 5}
C758265,P3558,{'weight': 14}
C758265,P4862,{'weight': 2}
C758265,P8778,{'weight': 21}
C758265,P9335,{'weight': 2}
C758265,P9572,{'weight': 3}
C758265,P13377,{'weight': 28}
C758265,P16101,{'weight': 6}
C758265,P17695,{'weight': 16}
C758265,P29066,{'weight': 2}
C758265,P31034,{'weight': 3}
C758265,P41234,{'weight': 2}
C758265,P170354,{'weight': 5}
C758265,P172345,{'weight': 5}
C758265,P179103,{'weight': 14}
C758265,P205278,{'weight': 3}
C758265,P209572,{'weight': 2}
C758265,P294211,{'weight': 5}
C758265,P395294,{'weight': 4}
C758265,P425620,{'weight': 8}
C758265,P438488,{'weight': 5}
C758265,P458755,{'weight': 3}
C758265,P477643,{'weight': 4}
C758265,P817462,{'weight': 3}
C758265,P828394,{'weight': 3}
C758265,P892862,{'weight': 2}
C769865,P2991,{'weight': 2}
C769865,P3558,{'weight': 4}
C769865,P5327,{'weight': 3}
C769865,P13377,{'weight': 40}
C769865,P17695,{'weight': 13}
C769865,P28037,{'weight': 6}
C769865,P34038,{'weight': 5}
C769865,P41234,{'weight': 2}
C769865,P179103,{'weight': 10}
C769865,P317487,{'weight': 2}
C769865,P425620,{'weight': 6}
C769865,P510442,{'weight': 6}
C769865,P653224,{'weight': 2}
C769865,P854537,{'weight': 2}
C769865,P892862,{'weight': 11}
C792636,P8778,{'weight': 7}
C792636,P17695,{'weight': 16}
C792636,P51061,{'weight': 4}
C792636,P179103,{'weight': 3}
C792636,P425620,{'weight': 8}
C798314,P8778,{'weight': 2}
C798314,P16131,{'weight': 2}
C798314,P81261,{'weight': 3}
C798314,P425992,{'weight': 3}
C798314,P854537,{'weight': 4}
C815057,P10999,{'weight': 2}
C815057,P17695,{'weight': 9}
C815057,P111330,{'weight': 3}
C815057,P179103,{'weight': 5}
C815057,P425620,{'weight': 7}
C815057,P817462,{'weight': 4}
C819792,P2991,{'weight': 6}
C819792,P3558,{'weight': 3}
C819792,P3809,{'weight': 5}
C819792,P6333,{'weight': 2}
C819792,P17695,{'weight': 13}
C819792,P28037,{'weight': 2}
C819792,P38530,{'weight': 4}
C819792,P81261,{'weight': 2}
C819792,P179103,{'weight': 4}
C819792,P425620,{'weight': 2}
C831689,P2692,{'weight': 2}
C831689,P2991,{'weight': 2}
C831689,P17695,{'weight': 3}
C831689,P39752,{'weight': 2}
C831689,P141551,{'weight': 2}
C831689,P179103,{'weight': 2}
C831689,P218710,{'weight': 3}
C831689,P398213,{'weight': 2}
C831689,P425620,{'weight': 4}
C831689,P510442,{'weight': 4}
C831689,P769610,{'weight': 3}
C831689,P899639,{'weight': 2}
C848191,P2692,{'weight': 2}
C848191,P8778,{'weight': 2}
C848191,P17695,{'weight': 3}
C848191,P113689,{'weight': 2}
C848191,P179103,{'weight': 2}
C848191,P425620,{'weight': 3}
C848191,P699883,{'weight': 3}
C848191,P816909,{'weight': 2}
C848191,P892862,{'weight': 2}
C889805,P4915,{'weight': 4}
C889805,P13377,{'weight': 11}
C889805,P17695,{'weight': 5}
C889805,P29066,{'weight': 2}
C889805,P179103,{'weight': 3}
C889805,P213330,{'weight': 4}
C907355,P17695,{'weight': 11}
C907355,P28037,{'weight': 2}
C907355,P31080,{'weight': 16}
C907355,P65083,{'weight': 2}
C907355,P321586,{'weight': 6}
C907355,P425620,{'weight': 2}
C907355,P756324,{'weight': 3}
C907355,P1772002,{'weight': 3}
C907962,P510442,{'weight': 2}
C911331,P3558,{'weight': 4}
C911331,P17695,{'weight': 2}
C914635,P2692,{'weight': 4}
C914635,P8778,{'weight': 2}
C914635,P17695,{'weight': 9}
C914635,P59227,{'weight': 4}
C914635,P172345,{'weight': 3}
C914635,P179103,{'weight': 2}
C914635,P294211,{'weight': 2}
C914635,P425620,{'weight': 3}
C914635,P510442,{'weight': 4}
C914664,P8778,{'weight': 2}
C914664,P17695,{'weight': 10}
C914664,P29066,{'weight': 3}
C914664,P38530,{'weight': 3}
C914664,P294211,{'weight': 2}
C914664,P425620,{'weight': 5}
C914664,P438488,{'weight': 2}
C922197,P209572,{'weight': 2}
C922238,P8778,{'weight': 3}
C922238,P10999,{'weight': 3}
C922238,P17695,{'weight': 3}
C922238,P84767,{'weight': 2}
C922238,P179103,{'weight': 2}
C922238,P281095,{'weight': 2}
C922238,P425620,{'weight': 4}
C922238,P725571,{'weight': 3}
C922688,P2692,{'weight': 3}
C922688,P2991,{'weight': 3}
C922688,P8778,{'weight': 6}
C922688,P17695,{'weight': 7}
C922688,P26992,{'weight': 3}
C922688,P28726,{'weight': 2}
C922688,P34038,{'weight': 3}
C922688,P179103,{'weight': 7}
C922688,P209572,{'weight': 3}
C922688,P281095,{'weight': 4}
C922688,P294211,{'weight': 10}
C922688,P425620,{'weight': 11}
C922688,P510442,{'weight': 3}
C922688,P735311,{'weight': 3}
C922688,P810143,{'weight': 3}
C922696,P3558,{'weight': 2}
C922696,P17695,{'weight': 2}
C922696,P179103,{'weight': 3}
C923289,P8778,{'weight': 2}
C923289,P16101,{'weight': 3}
C923289,P31034,{'weight': 2}
C923289,P294211,{'weight': 2}
C923289,P892862,{'weight': 2}
C923875,P2991,{'weight': 2}
C923875,P8778,{'weight': 7}
C923875,P17695,{'weight': 3}
C923875,P23297,{'weight': 10}
C923875,P172345,{'weight': 3}
C923875,P179103,{'weight': 4}
C923875,P279834,{'weight': 2}
C923875,P294211,{'weight': 4}
C923875,P409663,{'weight': 2}
C923875,P506327,{'weight': 2}
C924092,P15206,{'weight': 7}
C924092,P17401,{'weight': 2}
C924092,P17695,{'weight': 5}
C924092,P29066,{'weight': 6}
C924092,P38530,{'weight': 2}
C924092,P54686,{'weight': 97}
C924092,P59227,{'weight': 2}
C924092,P179103,{'weight': 11}
C924092,P346436,{'weight': 2}
C924092,P425620,{'weight': 10}
C924092,P438488,{'weight': 3}
C924092,P510442,{'weight': 2}
C924092,P794812,{'weight': 2}
C924092,P1694403,{'weight': 2}
C931692,P947,{'weight': 2}
C931692,P17695,{'weight': 3}
C931692,P28726,{'weight': 4}
C931692,P179103,{'weight': 6}
P477,C1179,{'weight': 2}
P477,C34099,{'weight': 3}
P477,C79222,{'weight': 2}
P477,C93365,{'weight': 6}
P477,C227998,{'weight': 8}
P477,C251050,{'weight': 4}
P477,C301665,{'weight': 6}
P477,C321586,{'weight': 9}
P477,C327927,{'weight': 6}
P477,C332596,{'weight': 12}
P477,C367547,{'weight': 3}
P477,C386198,{'weight': 2}
P477,C427781,{'weight': 2}
P477,C460551,{'weight': 4}
P477,C526666,{'weight': 3}
P477,C531369,{'weight': 3}
P477,C723990,{'weight': 3}
P477,C752142,{'weight': 2}
P477,C759048,{'weight': 2}
P477,C767096,{'weight': 3}
P477,C781032,{'weight': 2}
P477,C801619,{'weight': 2}
P477,C817462,{'weight': 2}
P477,C839315,{'weight': 2}
P477,C854825,{'weight': 2}
P477,C906082,{'weight': 2}
P477,C936865,{'weight': 2}
P477,C956414,{'weight': 6}
C1179,P819,{'weight': 4}
C1179,P2692,{'weight': 4}
C1179,P3057,{'weight': 5}
C1179,P3558,{'weight': 5}
C1179,P3809,{'weight': 2}
C1179,P7353,{'weight': 2}
C1179,P8778,{'weight': 8}
C1179,P11882,{'weight': 2}
C1179,P13370,{'weight': 3}
C1179,P16101,{'weight': 5}
C1179,P16131,{'weight': 5}
C1179,P17695,{'weight': 20}
C1179,P18329,{'weight': 21}
C1179,P25945,{'weight': 2}
C1179,P27212,{'weight': 16}
C1179,P29392,{'weight': 3}
C1179,P32763,{'weight': 7}
C1179,P35076,{'weight': 4}
C1179,P97992,{'weight': 13}
C1179,P108264,{'weight': 4}
C1179,P113689,{'weight': 2}
C1179,P141551,{'weight': 11}
C1179,P165078,{'weight': 9}
C1179,P179103,{'weight': 10}
C1179,P185467,{'weight': 4}
C1179,P214993,{'weight': 4}
C1179,P242224,{'weight': 2}
C1179,P246983,{'weight': 2}
C1179,P270365,{'weight': 2}
C1179,P318515,{'weight': 6}
C1179,P346436,{'weight': 2}
C1179,P356291,{'weight': 2}
C1179,P395294,{'weight': 2}
C1179,P419371,{'weight': 7}
C1179,P425620,{'weight': 10}
C1179,P510442,{'weight': 9}
C1179,P623286,{'weight': 5}
C1179,P703696,{'weight': 2}
C1179,P735311,{'weight': 9}
C1179,P764581,{'weight': 4}
C1179,P896378,{'weight': 3}
C1179,P996996,{'weight': 3}
C1179,P1082970,{'weight': 2}
C1179,P1125668,{'weight': 3}
C1179,P1163777,{'weight': 2}
C1179,P1494485,{'weight': 2}
C34099,P2991,{'weight': 2}
C34099,P3558,{'weight': 2}
C34099,P17695,{'weight': 2}
C34099,P23297,{'weight': 22}
C34099,P28037,{'weight': 2}
C34099,P32763,{'weight': 15}
C34099,P179103,{'weight': 6}
C34099,P409663,{'weight': 2}
C79222,P17695,{'weight': 10}
C79222,P32763,{'weight': 14}
C79222,P179103,{'weight': 6}
C79222,P363007,{'weight': 2}
C79222,P425620,{'weight': 6}
C93365,P17695,{'weight': 2}
C93365,P179103,{'weight': 2}
C227998,P13377,{'weight': 2}
C227998,P17695,{'weight': 3}
C227998,P32763,{'weight': 5}
C227998,P54686,{'weight': 27}
C227998,P179103,{'weight': 7}
C251050,P819,{'weight': 3}
C251050,P2692,{'weight': 9}
C251050,P8778,{'weight': 4}
C251050,P31080,{'weight': 2}
C251050,P217955,{'weight': 2}
C251050,P246983,{'weight': 2}
C251050,P510442,{'weight': 8}
C251050,P646850,{'weight': 5}
C251050,P977825,{'weight': 2}
C251050,P1020162,{'weight': 2}
C301665,P9335,{'weight': 2}
C301665,P9638,{'weight': 6}
C301665,P13377,{'weight': 14}
C301665,P17695,{'weight': 11}
C301665,P28037,{'weight': 3}
C301665,P34038,{'weight': 2}
C301665,P179103,{'weight': 3}
C301665,P477643,{'weight': 3}
C301665,P510442,{'weight': 2}
C301665,P817462,{'weight': 2}
C301665,P1194047,{'weight': 2}
C321586,P17695,{'weight': 10}
C321586,P31080,{'weight': 25}
C321586,P41234,{'weight': 5}
C321586,P81261,{'weight': 4}
C321586,P94819,{'weight': 2}
C321586,P97992,{'weight': 2}
C321586,P141551,{'weight': 2}
C321586,P507754,{'weight': 2}
C321586,P526666,{'weight': 4}
C321586,P735311,{'weight': 2}
C321586,P854537,{'weight': 4}
C327927,P17695,{'weight': 5}
C332596,P17695,{'weight': 10}
C332596,P25480,{'weight': 12}
C332596,P179103,{'weight': 7}
C332596,P209572,{'weight': 2}
C332596,P427781,{'weight': 10}
C332596,P782447,{'weight': 2}
C332596,P792636,{'weight': 2}
C367547,P179103,{'weight': 3}
C367547,P294211,{'weight': 2}
C386198,P3558,{'weight': 3}
C386198,P8778,{'weight': 2}
C386198,P10999,{'weight': 2}
C386198,P11882,{'weight': 3}
C386198,P13377,{'weight': 33}
C386198,P16101,{'weight': 3}
C386198,P16131,{'weight': 5}
C386198,P17695,{'weight': 22}
C386198,P19435,{'weight': 2}
C386198,P24521,{'weight': 2}
C386198,P32763,{'weight': 8}
C386198,P41234,{'weight': 13}
C386198,P94051,{'weight': 2}
C386198,P141551,{'weight': 4}
C386198,P179103,{'weight': 9}
C386198,P185467,{'weight': 5}
C386198,P395294,{'weight': 2}
C386198,P425620,{'weight': 7}
C386198,P510442,{'weight': 7}
C386198,P541014,{'weight': 2}
C386198,P740345,{'weight': 3}
C386198,P782447,{'weight': 4}
C386198,P854537,{'weight': 2}
C427781,P2692,{'weight': 8}
C427781,P2991,{'weight': 15}
C427781,P8778,{'weight': 9}
C427781,P10999,{'weight': 4}
C427781,P17695,{'weight': 30}
C427781,P25480,{'weight': 40}
C427781,P28037,{'weight': 4}
C427781,P34038,{'weight': 2}
C427781,P61883,{'weight': 3}
C427781,P81261,{'weight': 3}
C427781,P155444,{'weight': 2}
C427781,P179103,{'weight': 18}
C427781,P294211,{'weight': 2}
C427781,P314738,{'weight': 2}
C427781,P385008,{'weight': 4}
C427781,P409010,{'weight': 2}
C427781,P425620,{'weight': 12}
C427781,P540632,{'weight': 2}
C427781,P627895,{'weight': 3}
C427781,P780304,{'weight': 3}
C427781,P854537,{'weight': 2}
C460551,P17695,{'weight': 2}
C526666,P3494,{'weight': 2}
C526666,P17695,{'weight': 3}
C526666,P31080,{'weight': 37}
C526666,P41234,{'weight': 3}
C526666,P170354,{'weight': 4}
C526666,P179103,{'weight': 2}
C526666,P321586,{'weight': 8}
C526666,P507754,{'weight': 2}
C531369,P17695,{'weight': 6}
C531369,P31080,{'weight': 31}
C531369,P170354,{'weight': 2}
C531369,P172345,{'weight': 2}
C531369,P321586,{'weight': 8}
C531369,P627895,{'weight': 3}
C531369,P782447,{'weight': 4}
C723990,P3558,{'weight': 3}
C723990,P10787,{'weight': 2}
C723990,P24521,{'weight': 2}
C723990,P43815,{'weight': 2}
C723990,P81261,{'weight': 2}
C723990,P94051,{'weight': 2}
C723990,P179103,{'weight': 4}
C723990,P735311,{'weight': 2}
C752142,P17695,{'weight': 3}
C759048,P17695,{'weight': 4}
C759048,P32763,{'weight': 2}
C759048,P43815,{'weight': 2}
C759048,P179103,{'weight': 2}
C759048,P724908,{'weight': 3}
C767096,P8778,{'weight': 2}
C767096,P13377,{'weight': 16}
C767096,P17695,{'weight': 6}
C767096,P41234,{'weight': 3}
C767096,P179103,{'weight': 2}
C767096,P205278,{'weight': 3}
C767096,P425620,{'weight': 25}
C767096,P817462,{'weight': 2}
C767096,P892862,{'weight': 3}
C801619,P179103,{'weight': 2}
C817462,P13370,{'weight': 2}
C817462,P13377,{'weight': 10}
C817462,P17695,{'weight': 9}
C817462,P28037,{'weight': 4}
C817462,P170354,{'weight': 7}
C817462,P179103,{'weight': 6}
C817462,P419371,{'weight': 3}
C817462,P425620,{'weight': 4}
C839315,P12636,{'weight': 2}
C839315,P13377,{'weight': 4}
C839315,P17695,{'weight': 9}
C839315,P66538,{'weight': 2}
C839315,P179103,{'weight': 3}
C839315,P425620,{'weight': 2}
C839315,P817462,{'weight': 4}
C854825,P2692,{'weight': 2}
C906082,P18329,{'weight': 25}
C906082,P165078,{'weight': 5}
C906082,P242224,{'weight': 2}
